Unnamed,이름,이메일,견종,견종_코드,크기,크기_코드,색상,색상_코드,연령대,연령대_코드,상태,상태_코드,브랜드,브랜드_코드,사료,사료_코드,평점,후기,주소,국가,시도,시군구,CP,CF,CR,CB,CA,PO,WA,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,field_32,field_33,field_34,field_35,field_36,field_37,field_38,field_39,field_40,field_41,field_42,field_43,field_44,field_45,field_46,field_47,field_48,field_49,field_50,field_51,field_52,field_53,field_54,field_55,field_56,field_57,field_58,field_59,field_60,field_61,field_62,field_63,field_64,field_65,field_66,field_67,field_68,field_69,field_70,field_71,field_72,field_73,field_74,field_75,field_76,field_77,field_78,field_79,field_80,field_81,field_82,field_83
698,희망이,dummy376@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,성견,A,장염 및 소화기계,GP,로얄캐닌,RN,가스트로 인테스티널 로우팻,RN021,5,소화기관이 안 좋아서 살 잘 빠지던 아이가 살이 불어났습니다.,부산 사상구,대한민국,부산광역시,사상구,22.0,7.0,0.0,1.7,1.09,0.83,0.0,BR,APM,HANI,BMA,AHAP,HY,AE,BBP,HSO,FMMI,HVEGF,HFO,HFOS,CPLSH,HHY,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
699,석탄이,dummy377@dummy.dummy,슈나우저,MSU,중형견,M,실버,SV,성견,A,임신중,DP,로얄캐닌,RN,가스트로 인테스티널 로우팻,RN021,5,출산 후 말랐다가 로얄캐닌 급여 후 살이 불어났습니다.,부산 해운대구,대한민국,부산광역시,해운대구,22.0,7.0,0.0,1.7,1.09,0.83,0.0,BR,APM,HANI,BMA,AHAP,HY,AE,BBP,HSO,FMMI,HVEGF,HFO,HFOS,CPLSH,HHY,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
700,순돌이,dummy438@dummy.dummy,비글,MBG,중형견,M,퓨어화이트,PH,성견,A,장염 및 소화기계,GP,로얄캐닌,RN,가스트로 인테스티널 로우팻,RN021,2,"처음에는 잘 먹다가 지금은 잘 안 먹어서, 다른 사료로 바꿀 예정임.",부산 해운대구,대한민국,부산광역시,해운대구,22.0,7.0,0.0,1.7,1.09,0.83,0.0,BR,APM,HANI,BMA,AHAP,HY,AE,BBP,HSO,FMMI,HVEGF,HFO,HFOS,CPLSH,HHY,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
701,앙꼬,dummy486@dummy.dummy,불독,MBD,중형견,M,크림,CR,강아지,P,장염 및 소화기계,GP,로얄캐닌,RN,가스트로 인테스티널 로우팻,RN021,2,변 상태가 좋지 않음.바꿀 예정임,충남 보은,대한민국,충청북도,보은군,22.0,7.0,0.0,1.7,1.09,0.83,0.0,BR,APM,HANI,BMA,AHAP,HY,AE,BBP,HSO,FMMI,HVEGF,HFO,HFOS,CPLSH,HHY,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
702,에이미,dummy498@dummy.dummy,불독,MBD,중형견,M,크림,CR,성견,A,장염 및 소화기계,GP,로얄캐닌,RN,가스트로 인테스티널 로우팻,RN021,2,"한동안 잘 먹었는데, 질려서 안먹기 시작함. 바꿔야할듯싶다…",충북 제천,대한민국,충청북도,제천시,22.0,7.0,0.0,1.7,1.09,0.83,0.0,BR,APM,HANI,BMA,AHAP,HY,AE,BBP,HSO,FMMI,HVEGF,HFO,HFOS,CPLSH,HHY,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
703,시월이,dummy709@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,장염 및 소화기계,GP,로얄캐닌 어덜트,RN,가스트로 인테스티널 로우팻,RN021,5,소화가 잘 된다 늘 소화기가 문제였는데 이 사료로 바꾸고 괜찮아진듯…더 지켜보다가 정착해야겠다.,경기도 성남,대한민국,경기도,성남시,22.0,7.0,0.0,1.7,1.09,0.83,0.0,BR,APM,HANI,BMA,AHAP,HY,AE,BBP,HSO,FMMI,HVEGF,HFO,HFOS,CPLSH,HHY,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
704,겨울이,dummy710@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,장염 및 소화기계,GP,로얄캐닌 어덜트,RN,가스트로 인테스티널 로우팻,RN021,4,소화가 잘 되고 변 냄새도 좋아졌다.,경기도 수원,대한민국,경기도,수원시,22.0,7.0,0.0,1.7,1.09,0.83,0.0,BR,APM,HANI,BMA,AHAP,HY,AE,BBP,HSO,FMMI,HVEGF,HFO,HFOS,CPLSH,HHY,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
705,순둥이,dummy379@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,강아지,P,12개월 이하 아기,BU12,네츄럴 코어 오리,NC,에코2 오리고기,NC006,2,아이가 잘 먹지를 않아요. 아무래도 조만간 바꿔야할 것 같습니다.,경기도 화성시,대한민국,경기도,화성시,24.0,12.0,8.0,6.0,1.0,1.2,10.0,ADM,COSP,BOUGW,BOBA,BOBR,HCF,COSFS,BOB,BOP,HOIO,GCALP,HNFE,BOUGL,CAL,GSS,BOUGO,HCOS,HCCHL,CRGI,HLA,COCAR,COD,COS,FPA,FVA ,FVDT,FVK,FVBO ,FVBT,FVBS,FVBTW,FBIOT,FVBF,FVBN,FVBTH,GIR,GCOP,GZ,GSEL,GM,GCO,GI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
706,미소,dummy380@dummy.dummy,슈나우저,MSU,중형견,M,실버,SV,강아지,P,12개월 이하 아기,BU12,네츄럴 코어 오리,NC,에코2 오리고기,NC006,4,고구마랑 소힘줄 간식과 함께 병행해서 급여중 입니다.,경기도 광명시,대한민국,경기도,광명시,24.0,12.0,8.0,6.0,1.0,1.2,10.0,ADM,COSP,BOUGW,BOBA,BOBR,HCF,COSFS,BOB,BOP,HOIO,GCALP,HNFE,BOUGL,CAL,GSS,BOUGO,HCOS,HCCHL,CRGI,HLA,COCAR,COD,COS,FPA,FVA ,FVDT,FVK,FVBO ,FVBT,FVBS,FVBTW,FBIOT,FVBF,FVBN,FVBTH,GIR,GCOP,GZ,GSEL,GM,GCO,GI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
707,노을이,dummy382@dummy.dummy,슈나우저,MSU,중형견,M,실버,SV,성견,A,장염 및 소화기계,GP,네츄럴 코어 오리,NC,에코2 오리고기,NC006,5,처음에 올 때는 등뼈가 튀어나와 있었는데 좀 살이 올랐어요.,경기도 군포시,대한민국,경기도,군포시,24.0,12.0,8.0,6.0,1.0,1.2,10.0,ADM,COSP,BOUGW,BOBA,BOBR,HCF,COSFS,BOB,BOP,HOIO,GCALP,HNFE,BOUGL,CAL,GSS,BOUGO,HCOS,HCCHL,CRGI,HLA,COCAR,COD,COS,FPA,FVA ,FVDT,FVK,FVBO ,FVBT,FVBS,FVBTW,FBIOT,FVBF,FVBN,FVBTH,GIR,GCOP,GZ,GSEL,GM,GCO,GI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
708,펑키,dummy395@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,강아지,P,12개월 이하 아기,BU12,네츄럴 코어 오리,NC,에코2 오리고기,NC006,5,잘 씹어 먹음. 맛있게 먹는 것 같음,경기도 평택시,대한민국,경기도,평택시,24.0,12.0,8.0,6.0,1.0,1.2,10.0,ADM,COSP,BOUGW,BOBA,BOBR,HCF,COSFS,BOB,BOP,HOIO,GCALP,HNFE,BOUGL,CAL,GSS,BOUGO,HCOS,HCCHL,CRGI,HLA,COCAR,COD,COS,FPA,FVA ,FVDT,FVK,FVBO ,FVBT,FVBS,FVBTW,FBIOT,FVBF,FVBN,FVBTH,GIR,GCOP,GZ,GSEL,GM,GCO,GI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
709,딸기,dummy555@dummy.dummy,스피츠,MSZ,중형견,M,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,네츄럴코어오리고기,NC,에코2 오리고기,NC006,5,"피부가 좋아지고, 털에 윤기가 흐름.",강원 속초시,대한민국,강원도,속초시,24.0,12.0,8.0,6.0,1.0,1.2,10.0,ADM,COSP,BOUGW,BOBA,BOBR,HCF,COSFS,BOB,BOP,HOIO,GCALP,HNFE,BOUGL,CAL,GSS,BOUGO,HCOS,HCCHL,CRGI,HLA,COCAR,COD,COS,FPA,FVA ,FVDT,FVK,FVBO ,FVBT,FVBS,FVBTW,FBIOT,FVBF,FVBN,FVBTH,GIR,GCOP,GZ,GSEL,GM,GCO,GI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
710,삼돌이,dummy383@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,성견,A,신장 이상,KP,로얄캐닌,RN,미니어처 슈나우저 어덜트,RN067,5,"슈나우져는 결석쪽으로 약한 종이라고 들어서, 로얄캐닌에서 나온 슈나우져 전용 사료를 급여합니다. ",경기도 광명시,대한민국,경기도,광명시,25.0,12.0,8.0,2.0,0.7,0.56,0.0,BR,APM,BMA,HVEGP,BCG,HANI,FMMI,AHAP,CCHI,HFO,HDF,CPLSH,HFOS,HSO,HBO,CGTE,CGE,EHC,CMARI,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
711,복순이,dummy385@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,성견,A,장염 및 소화기계,GP,건강백서,GB,퓨어 건강한 장,GB009,2,잘 먹지 않고 뱉어버린다. 조만간 사료를 바꿔줘야 할 것 같다.,경기도 광명시,대한민국,경기도,광명시,28.0,13.0,10.0,5.0,1.0,0.6,12.0,ADM,CPS,HCF,EF,CBAN,CSPO,CCP,CCARR,BPP,CPOT,ESAL,FLLYS,GCALP,HLA,CCHR,FMV,HY,GPC,CBL,CT,CBRO,CYSE,FVE,HROS,FMMI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
712,콜라,dummy562@dummy.dummy,웰시코기,MWC,중형견,M,퓨어화이트,PH,성견,A,장염 및 소화기계,GP,건강백서,GB,퓨어 건강한 장,GB009,2,잘 먹지 않아요. 다른 제품으로 바꿀 예정임.,대구,대한민국,대구광역시,blank,28.0,13.0,10.0,5.0,1.0,0.6,12.0,ADM,CPS,HCF,EF,CBAN,CSPO,CCP,CCARR,BPP,CPOT,ESAL,FLLYS,GCALP,HLA,CCHR,FMV,HY,GPC,CBL,CT,CBRO,CYSE,FVE,HROS,FMMI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
713,뭉실이,dummy387@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,노견,S,신장 이상,KP,사이언스 다이어트,SD,어덜트 7+,SD006,2,급여한 지 채 1달이 지나지 않았는데 살이 너무 찐다.,경기도 시흥시,대한민국,경기도,시흥시,19.6,14.9,0.0,2.4,0.79,0.67,0.0,ACMP,BBRI,BUGW,BMA,BSOR,BBAR,BOO,HPF,BBP,BOMG,HNFE,HOSO,HLACT,HNFE,BL,GPC,GCS,HCCHL,FMV,FLLYS,FMMI,TA,BOO,HLC,FVE,HNFE,HBC,CAPP,CBRO,CCAR,CCR,BPE,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
714,건강이,dummy388@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,노견,S,유루증,EP,사이언스 다이어트,SD,어덜트 7+,SD006,2,"결석사료 먹어야 한다고 해서, 이 사료를 먹게 하고 있지만 살이 찐다. ",경기도 시흥시,대한민국,경기도,시흥시,19.6,14.9,0.0,2.4,0.79,0.67,0.0,ACMP,BBRI,BUGW,BMA,BSOR,BBAR,BOO,HPF,BBP,BOMG,HNFE,HOSO,HLACT,HNFE,BL,GPC,GCS,HCCHL,FMV,FLLYS,FMMI,TA,BOO,HLC,FVE,HNFE,HBC,CAPP,CBRO,CCAR,CCR,BPE,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
715,예삐,dummy389@dummy.dummy,슈나우저,MSU,중형견,M,실버,SV,노견,S,신장 이상,KP,로얄캐닌,RN,유리너리 S/O,RN024,3,결석이 녹기를 바라면서 급여하고 있음. 아직 효과는 알 수 없음.,경기도 용인시,대한민국,경기도,용인시,18.0,17.0,0.0,2.3,0.5,0.5,0.0,BR,BMA,HANI,APP,BCG,AHAP,FMMI,HVEGF,HSO,HFO,HFOS,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
716,베스,dummy390@dummy.dummy,슈나우저,MSU,중형견,M,실버,SV,노견,S,신장 이상,KP,아보덤,AV,내추럴 아보덤 시니어,AV002,3,결석이 녹기를 바라면서 급여하고 있음. 아직 효과는 알 수 없음.,경기도 용인시,대한민국,경기도,용인시,17.0,10.0,0.0,6.5,0.85,0.7,10.0,AOC,BBRI,BOO,HCF,BRB,ACC,BL,EH,BOTB,CAV,CAL,HNFE,HAVO,HLEC,FVE,FVBTH,FVBF,FVA,FPA,FVBS,FVBO ,FVBTH,FVBO,FVDT,FBIOT,FVBN,FMMI,HROS,HAS,HBRO,CPA,HBAC,HGM,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
717,벨라,dummy391@dummy.dummy,슈나우저,MSU,중형견,M,실버,SV,노견,S,10세 이상 노견,A10,퓨리나 프로플랜,PP,체중감량 및 중성화 성견용,PP004,5,체중감량에 도움됨 다이어트 성공!,경기도 안양시 ,대한민국,경기도,안양시,24.0,8.0,10.0,4.0,1.0,0.8,12.0,AOC,BUGW,BBAR,BWB,BSP,FMMI,FMV,FSR,HNFE,BBR,BBP,HANI,HFO,HVEGO,HNAO,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
718,타니,dummy633@dummy.dummy,차우차우,BCC,대형견,B,퓨어화이트,PH,성견,A,비만,OB,퓨리나 프로플랜,PP,체중감량 및 중성화 성견용,PP004,5,변도 잘 싸고 색깔도 나쁘지 않음 잘먹어서 좋음,경북 포항,대한민국,경상북도,포항시,24.0,8.0,10.0,4.0,1.0,0.8,12.0,AOC,BUGW,BBAR,BWB,BSP,FMMI,FMV,FSR,HNFE,BBR,BBP,HANI,HFO,HVEGO,HNAO,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
719,바람이,dummy634@dummy.dummy,차우차우,BCC,대형견,B,퓨어화이트,PH,성견,A,비만,OB,퓨리나 프로플랜,PP,체중감량 및 중성화 성견용,PP004,5,입맛이 까다로우나 이것만 먹으려고 한다.,경북 포항,대한민국,경상북도,포항시,24.0,8.0,10.0,4.0,1.0,0.8,12.0,AOC,BUGW,BBAR,BWB,BSP,FMMI,FMV,FSR,HNFE,BBR,BBP,HANI,HFO,HVEGO,HNAO,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
720,슬미,dummy861@dummy.dummy,푸들,SPD,소형견,S,블랙,BL,노견,S,비만,OB,프로플랜 옵티웨이트,PP,체중감량 및 중성화 성견용,PP004,4,다이어트 목적으로 이 사료를 구매함. 확실히 변의 상태가 좋아지고 몸무게가 많이 줄어들진 않았지만 체형은 변함.,서울 도봉구,대한민국,서울특별시,도봉구,24.0,8.0,10.0,4.0,1.0,0.8,12.0,AOC,BUGW,BBAR,BWB,BSP,FMMI,FMV,FSR,HNFE,BBR,BBP,HANI,HFO,HVEGO,HNAO,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
721,따니,dummy393@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,노견,S,10세 이상 노견,A10,스페시픽,SP,CGD-S 시니어 스몰 브리드,SP011,2,기호성이 좋지 않음. 잘 안먹는 것 같아서 사료 바꿀 예정..,경기도 시흥시,대한민국,경기도,시흥시,18.5,7.4,0.0,2.2,0.58,0.48,8.5,BW,BMPE,HANI,EF,HMI,BBP,FMMI,AE,AHAP,FMV,GTE,HY,TA,FMETH,HSUN,HNAO,O3,TA,CH,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
722,꼬마,dummy394@dummy.dummy,슈나우저,MSU,중형견,M,실버,SV,노견,S,10세 이상 노견,A10,프리스크립션 다이어트,PS,체중관리,PS013,2,기호성이 좋지 않음. 잘 안먹는 것 같아서 사료 바꿀 예정..,경기도 시흥시,대한민국,경기도,시흥시,28.5,11.7,0.0,10.9,0.94,0.75,0.0,AC,BBAR,BBRI,BOBP,HVEGF,CTPA,ACMP,HNFE,HCEL,HCCO,BL,HLACT,FMETH,GPC,CCAR,GCS,GCALC,BPE,FMV,HCCHL,CAPP,CCR,FMMI,TA,CBRO,HLC,FVE,HNFE,HBC,CH,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
723,요일,dummy405@dummy.dummy,닥스훈트,MDH,중형견,M,브라운,BR,노견,S,장염 및 소화기계,GP,ANF,AF,홀리스틱 시니어 양고기,AF006,2,잘 먹는데도 살이 붙지 않는다. ,경기도 의정부시,대한민국,경기도,의정부시,19.0,8.0,11.0,4.5,1.45,1.5,10.0,ALM,BBRI,BBP,BOO,HCF,BL,HY,BRB,GS,DKP,HNLAE,HCCHL,FPA,FCZ,CYSE,CBL,HDD,HPEP,HROS,CT,FVE,GL,GCDS,FCIA,FCMA,FCCOA,FBIOT,FVA,FVBF,FVBTH,FVBS,FVBO,FVBTW,FVDT,FVBT,FMETH,HMEN,FVBN,FCCA,GRC,GCAL,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
724,순둥이,dummy910@dummy.dummy,치와와,SCH,소형견,S,퓨어화이트,PH,노견,S,피부병,SD,ANF 홀리스틱,AF,홀리스틱 시니어 양고기,AF006,1,ANF 홀리스틱으로 바뀐 후 귀 주위에 피부병이 생김.,경북 영천시,대한민국,경상북도,영천시,19.0,8.0,11.0,4.5,1.45,1.5,10.0,ALM,BBRI,BBP,BOO,HCF,BL,HY,BRB,GS,DKP,HNLAE,HCCHL,FPA,FCZ,CYSE,CBL,HDD,HPEP,HROS,CT,FVE,GL,GCDS,FCIA,FCMA,FCCOA,FBIOT,FVA,FVBF,FVBTH,FVBS,FVBO,FVBTW,FVDT,FVBT,FMETH,HMEN,FVBN,FCCA,GRC,GCAL,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
725,유키,dummy409@dummy.dummy,닥스훈트,MDH,중형견,M,브라운,BR,강아지,P,12개월 이하 아기,BU12,이즈칸,IS,주니어,IS008,5,기호성 좋음 변도 좋고 사료 크기도 적당합니다. 좋아요.,경기도 구리시,대한민국,경기도,구리시,32.0,21.0,9.0,3.0,1.4,0.9,12.0,ANACM,ACMP,BCP,BLE,BPE,CSPO,CBAN,AHYC,CT,BBP,CBRO,CPAR,CS,COR,CAPP,CM,CBAN,HCF,HSALO,HDF,AE,HY,BL,GCS,FMETH,FVE,FPA,GPC,FMV,GTMM,FMMI,FLTRY,HPTE,HPRO,HBC,HFOS,HNOM,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
726,도리,dummy411@dummy.dummy,닥스훈트,MDH,중형견,M,블랙,BL,노견,S,장염 및 소화기계,GP,해피팡팡,HP,고구마 야채 연어사료,HP002,5,건사료보다는 이 제품을 더 잘 먹는것 같음.,경기도 구리시,대한민국,경기도,구리시,15.2,1.2,3.2,1.5,0.1,0.61,30.0,ESAL,CSPO,EHT,EM,BR,BBAR,BBRI,BW,BSOR,BGR,BPM,CCAR,CBCV,HOG,BL,FMV,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
